Day,Month,Year,"VLSFO Fuel Oil, IMO 2020 Grade, 0.5%",Marine Gas Oil,"Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
06/17/2024,June,2024,618,802,,532.5
06/18/2024,June,2024,624,802.5,,536
06/19/2024,June,2024,626.5,809,,541
06/20/2024,June,2024,627,814.5,,542
06/21/2024,June,2024,628.5,817.5,,543.5
06/24/2024,June,2024,627.5,844,,540.5
06/25/2024,June,2024,633.5,844,,541.5
06/26/2024,June,2024,635.5,843,,540.5
06/27/2024,June,2024,637.5,844.5,,540.5
06/28/2024,June,2024,638,849,,543
07/01/2024,July,2024,636,845,,541
07/02/2024,July,2024,644.5,853,,551.5
07/03/2024,July,2024,651,858,,554
07/04/2024,July,2024,648,853.5,,551
07/05/2024,July,2024,648.5,855.5,,557.5
07/08/2024,July,2024,646,850.5,,551.5
07/09/2024,July,2024,643.5,844.5,,549.5
07/10/2024,July,2024,643.5,838.5,,548
07/11/2024,July,2024,640.5,839,,547.5
07/12/2024,July,2024,635,828.5,,549.5
07/15/2024,July,2024,639,828,,547.5
07/16/2024,July,2024,638.5,832,,545
07/17/2024,July,2024,635.5,825,,543
07/18/2024,July,2024,637,827.5,,543.5
07/19/2024,July,2024,637,827.5,,543.5
07/22/2024,July,2024,630,818,,535
07/23/2024,July,2024,626,816,,533
07/24/2024,July,2024,623,815.5,,526
07/25/2024,July,2024,622,814.5,,524.5
07/26/2024,July,2024,624.5,817.5,,525
07/29/2024,July,2024,621.5,811.5,,522
07/30/2024,July,2024,616,798.5,,523
07/31/2024,July,2024,617,800,,525
08/01/2024,August,2024,625,808.5,,532
08/02/2024,August,2024,621,802.5,,528.5
08/05/2024,August,2024,608,788,,515
08/06/2024,August,2024,604,780.5,,504
08/07/2024,August,2024,604.5,780.5,,507.5
08/08/2024,August,2024,609,783,,512
08/09/2024,August,2024,610.5,786.5,,512
08/12/2024,August,2024,618,787.5,,517.5
08/13/2024,August,2024,624.5,793.5,,520.5
08/14/2024,August,2024,622.5,794,,518.5
08/15/2024,August,2024,620,793,,514.5
08/16/2024,August,2024,619.5,790,,516.5
08/19/2024,August,2024,615.5,784,,512
08/20/2024,August,2024,609.5,774,,506
08/21/2024,August,2024,610,770,,504.5
08/22/2024,August,2024,609.5,768.5,,501
08/23/2024,August,2024,615.5,769.5,,505
08/26/2024,August,2024,623.5,777,,505.5
08/27/2024,August,2024,631.5,783.5,,506.5
08/28/2024,August,2024,630.5,776.5,,500.5
08/29/2024,August,2024,626,772,,498
08/30/2024,August,2024,629,773.5,,500
09/02/2024,September,2024,624,768.5,,491.5
09/03/2024,September,2024,624,768,,497
09/04/2024,September,2024,616,754.5,,488.5
09/05/2024,September,2024,616,747.5,,485
09/06/2024,September,2024,612.5,746.5,,482.5
09/09/2024,September,2024,604,739,,479
09/10/2024,September,2024,596,734.5,,474.5
09/11/2024,September,2024,587.5,729.5,,474.5
09/12/2024,September,2024,589.5,730.5,,479.5
09/13/2024,September,2024,591.5,733.5,,483
09/16/2024,September,2024,591,730.5,,481.5
09/17/2024,September,2024,590.5,728.5,,483
09/18/2024,September,2024,588.5,730,,483
09/19/2024,September,2024,589.5,733,,486
09/20/2024,September,2024,598.5,739.5,,488.5
09/23/2024,September,2024,603,738.5,,480.5
09/24/2024,September,2024,609,740,,483
09/25/2024,September,2024,606.5,736.5,,483.5
09/26/2024,September,2024,597.5,728.5,,469
09/27/2024,September,2024,591,726,,480.5
09/30/2024,September,2024,592,730,,482.5
10/01/2024,October,2024,588.5,728,,480.5
10/02/2024,October,2024,603.5,741.5,,498.5
10/03/2024,October,2024,603,742,,501.5
10/04/2024,October,2024,615,757,,515
10/07/2024,October,2024,616,763.5,,515.5
10/08/2024,October,2024,622,767.5,,521
10/09/2024,October,2024,612.5,761.5,,515
10/10/2024,October,2024,616.5,763,,514.5
10/11/2024,October,2024,624,766,,519
10/14/2024,October,2024,622.5,765.5,,517.5
10/15/2024,October,2024,608.5,752.5,,501.5
10/16/2024,October,2024,605.5,743.5,,502.5
10/17/2024,October,2024,605,744,,500.5
10/18/2024,October,2024,602.5,742,,500
10/21/2024,October,2024,602,744.5,,509
10/22/2024,October,2024,603.5,745,,527
10/23/2024,October,2024,608.5,749,,535.5
10/24/2024,October,2024,609,751,,522
10/25/2024,October,2024,606.5,750,,520
10/28/2024,October,2024,591,739.5,,509.5
10/29/2024,October,2024,584.5,734.5,,509.5
10/30/2024,October,2024,589.5,738,,512
10/31/2024,October,2024,591,746.5,,513.5
11/01/2024,November,2024,595.5,755.5,,515
11/04/2024,November,2024,596,757,,505.5
11/05/2024,November,2024,598,758.5,,505.5
11/06/2024,November,2024,599,755.5,,501
11/07/2024,November,2024,599.5,757.5,,500
11/08/2024,November,2024,599.5,756,,498
11/11/2024,November,2024,593.5,750.5,,494
11/12/2024,November,2024,588,748.5,,488
11/13/2024,November,2024,585,749.5,,487.5
11/14/2024,November,2024,584,751.5,,488
11/15/2024,November,2024,582.5,753,,486.5
11/18/2024,November,2024,582.5,753,,482
11/19/2024,November,2024,586,759,,484
11/20/2024,November,2024,586,759,,488
11/21/2024,November,2024,586,761,,487.5
11/22/2024,November,2024,589,764.5,,492
11/25/2024,November,2024,587.5,765,,490
11/26/2024,November,2024,583.5,762.5,,488
11/27/2024,November,2024,580,761,,488
11/28/2024,November,2024,578,758.5,,489
11/29/2024,November,2024,579.5,758.5,,491
12/02/2024,December,2024,578.5,758.5,,492
12/03/2024,December,2024,577.5,759,,496.5
12/04/2024,December,2024,581,760,,498
12/05/2024,December,2024,578.5,755,,491
12/06/2024,December,2024,573,751,,488.5
12/09/2024,December,2024,572.5,748.5,,488
12/10/2024,December,2024,570,746.5,,494.5
12/11/2024,December,2024,571,746.5,,495.5
12/12/2024,December,2024,574.5,750.5,,498
12/13/2024,December,2024,575.5,756.5,,499.5
12/16/2024,December,2024,577.5,757,,501.5
12/17/2024,December,2024,577,759.5,,507
12/18/2024,December,2024,575.5,760,,509
12/19/2024,December,2024,574.5,760.5,,508
12/20/2024,December,2024,572,758,,507.5
12/23/2024,December,2024,573.5,756,,508.5
12/24/2024,December,2024,574,748,,501.5
12/25/2024,December,2024,574,748,,501.5
12/26/2024,December,2024,577.5,749.5,,506
12/27/2024,December,2024,577,751.5,,504
12/30/2024,December,2024,578.5,760,,500
12/31/2024,December,2024,582,766.5,,505.5
01/01/2025,January,2025,582,766.5,,506
01/02/2025,January,2025,582.5,767.5,,504
01/03/2025,January,2025,587,770.5,,502.5
01/06/2025,January,2025,587.5,776,,501
01/07/2025,January,2025,587,768.5,,499
01/08/2025,January,2025,592.5,773,,500.5
01/09/2025,January,2025,591.5,775,,499
01/10/2025,January,2025,596.5,774,,505.5
01/13/2025,January,2025,608.5,798.5,,521
01/14/2025,January,2025,610.5,801,,519
01/15/2025,January,2025,608.5,801.5,,518
01/16/2025,January,2025,616.5,812,,525
01/17/2025,January,2025,620.5,817,,533
01/20/2025,January,2025,619,816.5,,517.5
01/21/2025,January,2025,615.5,810,,517
01/22/2025,January,2025,613,804,,516
01/23/2025,January,2025,614.5,793.5,,514
01/24/2025,January,2025,613.5,796,,515
01/27/2025,January,2025,612.5,797.5,,512.5
01/28/2025,January,2025,613,787.5,,511.5
01/29/2025,January,2025,611,780.5,,509.5
01/30/2025,January,2025,610,779.5,,509.5
01/31/2025,January,2025,609.5,787.5,,510.5
02/03/2025,February,2025,609.5,783.5,,511
02/04/2025,February,2025,605.5,779,,506
02/05/2025,February,2025,605.5,783,,509.5
02/06/2025,February,2025,599.5,778.5,,508
02/07/2025,February,2025,597,779.5,,512
02/10/2025,February,2025,599,785,,518
02/11/2025,February,2025,603,792.5,,522.5
02/12/2025,February,2025,602,792.5,,520.5
02/13/2025,February,2025,593.5,786,,515
02/14/2025,February,2025,595.5,785,,514
02/17/2025,February,2025,596.5,785.5,,513
02/18/2025,February,2025,594.5,788.5,,514
02/19/2025,February,2025,596.5,778.5,,518.5
02/20/2025,February,2025,598,787,,519
02/21/2025,February,2025,596,791.5,,517
02/24/2025,February,2025,591,785,,513
02/25/2025,February,2025,587.5,781,,511.5
02/26/2025,February,2025,582,775.5,,507
02/27/2025,February,2025,576,773.5,,506.5
02/28/2025,February,2025,576.5,772.5,,506
03/03/2025,March,2025,573.5,771.5,,508
03/04/2025,March,2025,565,760.5,,496.5
03/05/2025,March,2025,559,757.5,,493
03/06/2025,March,2025,555.5,752.5,,492
03/07/2025,March,2025,552,745.5,,493.5
03/10/2025,March,2025,552,749,,496.5
03/11/2025,March,2025,550.5,745.5,,493
03/12/2025,March,2025,552,737.5,,493.5
03/13/2025,March,2025,553,744,,493
03/14/2025,March,2025,551.5,740.5,,492
03/17/2025,March,2025,551.5,743.5,,492
03/18/2025,March,2025,553,746,,494.5
03/19/2025,March,2025,549,742,,489
03/20/2025,March,2025,549,743.5,,485.5
03/21/2025,March,2025,551.5,747,,489
03/24/2025,March,2025,552.5,751,,490.5
03/25/2025,March,2025,555.5,754.5,,492.5
